time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres
A.D. 2019-Feb-14 12:20:00.0000 UTC,1.2392313516938016,0.9675876324683389,1.643248989141704,5.668809365198994,10.80492957142897,20.274287436873127,30.86453793875345,34.560127015217184,2.6744267220993545
A.D. 2019-Feb-15 12:20:00.0000 UTC,1.2200730879196058,0.974784572044211,1.651839303966675,5.65392231222865,10.794262690081963,20.289634532452574,30.87044851764063,34.55125917529493,2.661944754889645
A.D. 2019-Feb-16 12:20:00.0000 UTC,1.1997758318716425,0.981965092671076,1.6604216519402057,5.638942302454786,10.783394837804662,20.30484769741066,30.87608465559765,34.542151373753974,2.6494344645041843
A.D. 2019-Feb-17 12:20:00.0000 UTC,1.1783495452103108,0.9891290350597118,1.668995869346645,5.623872403385622,10.77232878276423,20.319923098886274,30.881445390091006,34.532806686625094,2.636897722726106
A.D. 2019-Feb-18 12:20:00.0000 UTC,1.1558191279377918,0.9962761514158414,1.6775618580602398,5.6087155929562,10.761067223589462,20.33485702776571,30.886529813522152,34.52322813962349,2.6243363170303287
A.D. 2019-Feb-19 12:20:00.0000 UTC,1.1322267502444399,1.0034060896827262,1.686119554295711,5.593474761701647,10.749612770371858,20.349645860618384,30.891337025924273,34.51341868439042,2.6117519637439983
A.D. 2019-Feb-20 12:20:00.0000 UTC,1.1076339290855874,1.010518394182113,1.6946688843972353,5.578152737497654,10.737967946636338,20.364286008205216,30.89586609096536,34.50338119508439,2.599146342369846
A.D. 2019-Feb-21 12:20:00.0000 UTC,1.0821231535457088,1.0176125259859807,1.7032097179337942,5.562752330487502,10.726135216085154,20.37877386280023,30.9001160086946,34.49311849039555,2.5865211457708117
A.D. 2019-Feb-22 12:20:00.0000 UTC,1.0557988547176813,1.0246878984017516,1.7117418311172599,5.547276386990417,10.714117028155226,20.39310575898013,30.904085713584376,34.482633376237665,2.5738781333941887
A.D. 2019-Feb-23 12:20:00.0000 UTC,1.0287875325798874,1.0317439169214166,1.72026488939146,5.5317278377550965,10.70191586912856,20.40727795718487,30.907774096504436,34.4719286963455,2.5612191736636665
A.D. 2019-Feb-24 12:20:00.0000 UTC,1.0012369026232957,1.0387800128648705,1.7287784497527925,5.516109730108773,10.68953430548493,20.421286649799743,30.911180040862373,34.46100737704046,2.548546267590634
A.D. 2019-Feb-25 12:20:00.0000 UTC,0.9733140090091269,1.0457956648484121,1.7372819766193064,5.500425241597485,10.676975012226439,20.435127982161976,30.91430246104088,34.449872457940444,2.535861553969256
A.D. 2019-Feb-26 12:20:00.0000 UTC,0.9452023569036571,1.052790408003373,1.7457748630837326,5.484677679140174,10.664240785995446,20.448798079085513,30.91714033476062,34.43852710751807,2.5231673019472596
A.D. 2019-Feb-27 12:20:00.0000 UTC,0.9170982233765113,1.0597638343751865,1.7542564512827505,5.468870470033031,10.651334547094843,20.462293069949705,30.9196927262203,34.42697462706185,2.510465897867471
A.D. 2019-Feb-28 12:20:00.0000 UTC,0.8892063911524685,1.066715588676094,1.7627260487768281,5.453007150232556,10.63825933543414,20.475609109081795,30.921958800749042,34.415218447892606,2.4977598314256246
A.D. 2019-Mar-01 12:20:00.0000 UTC,0.8617355951087328,1.0736453626727631,1.7711829403923416,5.437091353213209,10.62501830433651,20.48874239102701,30.92393783343581,34.40326212584341,2.4850516838504633
A.D. 2019-Mar-02 12:20:00.0000 UTC,0.8348939701143453,1.0805528901578145,1.7796263963886227,5.421126800727418,10.611614714505052,20.501689161810283,30.925629214350163,34.39110933547256,2.4723441187339685
